,url,prodname,price
0,https://nangsdelivery.com/product/flavored-silent-nozzles-culinary-delight/,,
1,https://nangsdelivery.com/product/rapid-nang-delivery/,,
2,https://nangsdelivery.com/product/fast-nangs-delivery-melbourne-brisbane-sydney/,,
3,https://nangsdelivery.com/product/fastest-nang-delivery-melbourne/,,
4,https://nangsdelivery.com/product/nang-delivery-sydney/,,
